Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
47002,Blackstrap","Blackstrap"," 1A","Saskatoon",N,N,"",1,282,"Ehmann","","Deb","Liberal","Libéral",N,N,21
47002,Blackstrap","Blackstrap"," 1A","Saskatoon",N,N,"",1,282,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,65
47002,Blackstrap","Blackstrap"," 1A","Saskatoon",N,N,"",1,282,"Pallagi","","Imre","Green Party","Parti Vert",N,N,15
47002,Blackstrap","Blackstrap"," 1A","Saskatoon",N,N,"",1,282,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,41
47002,Blackstrap","Blackstrap"," 1B","Saskatoon",N,N,"",1,231,"Ehmann","","Deb","Liberal","Libéral",N,N,18
47002,Blackstrap","Blackstrap"," 1B","Saskatoon",N,N,"",1,231,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
47002,Blackstrap","Blackstrap"," 1B","Saskatoon",N,N,"",1,231,"Pallagi","","Imre","Green Party","Parti Vert",N,N,13
47002,Blackstrap","Blackstrap"," 1B","Saskatoon",N,N,"",1,231,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,52
47002,Blackstrap","Blackstrap"," 2","Saskatoon",N,N,"",1,407,"Ehmann","","Deb","Liberal","Libéral",N,N,48
47002,Blackstrap","Blackstrap"," 2","Saskatoon",N,N,"",1,407,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,88
47002,Blackstrap","Blackstrap"," 2","Saskatoon",N,N,"",1,407,"Pallagi","","Imre","Green Party","Parti Vert",N,N,27
47002,Blackstrap","Blackstrap"," 2","Saskatoon",N,N,"",1,407,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,68
47002,Blackstrap","Blackstrap"," 3","Saskatoon",N,N,"",0,281,"Ehmann","","Deb","Liberal","Libéral",N,N,35
47002,Blackstrap","Blackstrap"," 3","Saskatoon",N,N,"",0,281,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,51
47002,Blackstrap","Blackstrap"," 3","Saskatoon",N,N,"",0,281,"Pallagi","","Imre","Green Party","Parti Vert",N,N,20
47002,Blackstrap","Blackstrap"," 3","Saskatoon",N,N,"",0,281,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,43
47002,Blackstrap","Blackstrap"," 4","Saskatoon",N,N,"",0,358,"Ehmann","","Deb","Liberal","Libéral",N,N,39
47002,Blackstrap","Blackstrap"," 4","Saskatoon",N,N,"",0,358,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,98
47002,Blackstrap","Blackstrap"," 4","Saskatoon",N,N,"",0,358,"Pallagi","","Imre","Green Party","Parti Vert",N,N,12
47002,Blackstrap","Blackstrap"," 4","Saskatoon",N,N,"",0,358,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,59
47002,Blackstrap","Blackstrap"," 5","Saskatoon",N,N,"",1,338,"Ehmann","","Deb","Liberal","Libéral",N,N,34
47002,Blackstrap","Blackstrap"," 5","Saskatoon",N,N,"",1,338,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,64
47002,Blackstrap","Blackstrap"," 5","Saskatoon",N,N,"",1,338,"Pallagi","","Imre","Green Party","Parti Vert",N,N,21
47002,Blackstrap","Blackstrap"," 5","Saskatoon",N,N,"",1,338,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,47
47002,Blackstrap","Blackstrap"," 6","Saskatoon",N,N,"",2,362,"Ehmann","","Deb","Liberal","Libéral",N,N,34
47002,Blackstrap","Blackstrap"," 6","Saskatoon",N,N,"",2,362,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,52
47002,Blackstrap","Blackstrap"," 6","Saskatoon",N,N,"",2,362,"Pallagi","","Imre","Green Party","Parti Vert",N,N,27
47002,Blackstrap","Blackstrap"," 6","Saskatoon",N,N,"",2,362,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,54
47002,Blackstrap","Blackstrap"," 7","Saskatoon",N,N,"",1,336,"Ehmann","","Deb","Liberal","Libéral",N,N,30
47002,Blackstrap","Blackstrap"," 7","Saskatoon",N,N,"",1,336,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,67
47002,Blackstrap","Blackstrap"," 7","Saskatoon",N,N,"",1,336,"Pallagi","","Imre","Green Party","Parti Vert",N,N,16
47002,Blackstrap","Blackstrap"," 7","Saskatoon",N,N,"",1,336,"Yelich","","Lynne","Conservative","Conservateur",Y,Y,56
47002,Blackstrap","Blackstrap"," 8","Saskatoon",N,N,"",2,365,"Ehmann","","Deb","Liberal","Libéral",N,N,25
47002,Blackstrap","Blackstrap"," 8","Saskatoon",N,N,"",2,365,"Gieni","","Patti","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,83
