Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"Joslin","","Dave","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"Lobb","","Ben","Conservative","Conservateur",N,Y,94
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"McClinchey","","Greg","Liberal","Libéral",N,N,73
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"McQuail","","Tony","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"Smith","","Glen","Green Party","Parti Vert",N,N,13
35034,Huron--Bruce","Huron--Bruce"," 1","Port Elgin--Saugeen--Southampton",N,N,"",0,366,"Valenta","","Dennis","Independent","Indépendant",N,N,1
35034,Huron--Bruce","Huron--Bruce"," 2","Port Elgin--Saugeen--Southampton",N,N,"",0,216,"Joslin","","Dave","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
35034,Huron--Bruce","Huron--Bruce"," 2","Port Elgin--Saugeen--Southampton",N,N,"",0,216,"Lobb","","Ben","Conservative","Conservateur",N,Y,44
35034,Huron--Bruce","Huron--Bruce"," 2","Port Elgin--Saugeen--Southampton",N,N,"",0,216,"McClinchey","","Greg","Liberal","Libéral",N,N,50
35034,Huron--Bruce","Huron--Bruce"," 2","Port Elgin--Saugeen--Southampton",N,N,"",0,216,"McQuail","","Tony","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
