Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24030,Laurentides--Labelle","Laurentides--Labelle"," 1A","Sainte-Anne-du-Lac",N,N,"",1,271,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,50
24030,Laurentides--Labelle","Laurentides--Labelle"," 1A","Sainte-Anne-du-Lac",N,N,"",1,271,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
24030,Laurentides--Labelle","Laurentides--Labelle"," 1A","Sainte-Anne-du-Lac",N,N,"",1,271,"Gfeller","","Pierre","Liberal","Libéral",N,N,32
24030,Laurentides--Labelle","Laurentides--Labelle"," 1A","Sainte-Anne-du-Lac",N,N,"",1,271,"Joncas","","Guy","Conservative","Conservateur",N,N,16
24030,Laurentides--Labelle","Laurentides--Labelle"," 1A","Sainte-Anne-du-Lac",N,N,"",1,271,"Rigal","","Jacques","Green Party","Parti Vert",N,N,2
24030,Laurentides--Labelle","Laurentides--Labelle"," 1B","Sainte-Anne-du-Lac",N,N,"",0,241,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,59
24030,Laurentides--Labelle","Laurentides--Labelle"," 1B","Sainte-Anne-du-Lac",N,N,"",0,241,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
24030,Laurentides--Labelle","Laurentides--Labelle"," 1B","Sainte-Anne-du-Lac",N,N,"",0,241,"Gfeller","","Pierre","Liberal","Libéral",N,N,37
24030,Laurentides--Labelle","Laurentides--Labelle"," 1B","Sainte-Anne-du-Lac",N,N,"",0,241,"Joncas","","Guy","Conservative","Conservateur",N,N,10
24030,Laurentides--Labelle","Laurentides--Labelle"," 1B","Sainte-Anne-du-Lac",N,N,"",0,241,"Rigal","","Jacques","Green Party","Parti Vert",N,N,1
24030,Laurentides--Labelle","Laurentides--Labelle"," 1-1","Sainte-Anne-du-Lac",Y,N,"",0,0,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 1-1","Sainte-Anne-du-Lac",Y,N,"",0,0,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 1-1","Sainte-Anne-du-Lac",Y,N,"",0,0,"Gfeller","","Pierre","Liberal","Libéral",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 1-1","Sainte-Anne-du-Lac",Y,N,"",0,0,"Joncas","","Guy","Conservative","Conservateur",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 1-1","Sainte-Anne-du-Lac",Y,N,"",0,0,"Rigal","","Jacques","Green Party","Parti Vert",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 2","Sainte-Anne-des-Lacs",Y,N,"",0,0,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 2","Sainte-Anne-des-Lacs",Y,N,"",0,0,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 2","Sainte-Anne-des-Lacs",Y,N,"",0,0,"Gfeller","","Pierre","Liberal","Libéral",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 2","Sainte-Anne-des-Lacs",Y,N,"",0,0,"Joncas","","Guy","Conservative","Conservateur",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 2","Sainte-Anne-des-Lacs",Y,N,"",0,0,"Rigal","","Jacques","Green Party","Parti Vert",N,N,0
24030,Laurentides--Labelle","Laurentides--Labelle"," 3","Ferme-Neuve",N,N,"",3,419,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,109
24030,Laurentides--Labelle","Laurentides--Labelle"," 3","Ferme-Neuve",N,N,"",3,419,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
24030,Laurentides--Labelle","Laurentides--Labelle"," 3","Ferme-Neuve",N,N,"",3,419,"Gfeller","","Pierre","Liberal","Libéral",N,N,57
24030,Laurentides--Labelle","Laurentides--Labelle"," 3","Ferme-Neuve",N,N,"",3,419,"Joncas","","Guy","Conservative","Conservateur",N,N,22
24030,Laurentides--Labelle","Laurentides--Labelle"," 3","Ferme-Neuve",N,N,"",3,419,"Rigal","","Jacques","Green Party","Parti Vert",N,N,5
24030,Laurentides--Labelle","Laurentides--Labelle"," 4","Ferme-Neuve",N,N,"",6,233,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,62
24030,Laurentides--Labelle","Laurentides--Labelle"," 4","Ferme-Neuve",N,N,"",6,233,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
24030,Laurentides--Labelle","Laurentides--Labelle"," 4","Ferme-Neuve",N,N,"",6,233,"Gfeller","","Pierre","Liberal","Libéral",N,N,28
24030,Laurentides--Labelle","Laurentides--Labelle"," 4","Ferme-Neuve",N,N,"",6,233,"Joncas","","Guy","Conservative","Conservateur",N,N,9
24030,Laurentides--Labelle","Laurentides--Labelle"," 4","Ferme-Neuve",N,N,"",6,233,"Rigal","","Jacques","Green Party","Parti Vert",N,N,2
24030,Laurentides--Labelle","Laurentides--Labelle"," 5","Ferme-Neuve",N,N,"",1,298,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,73
24030,Laurentides--Labelle","Laurentides--Labelle"," 5","Ferme-Neuve",N,N,"",1,298,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
24030,Laurentides--Labelle","Laurentides--Labelle"," 5","Ferme-Neuve",N,N,"",1,298,"Gfeller","","Pierre","Liberal","Libéral",N,N,32
24030,Laurentides--Labelle","Laurentides--Labelle"," 5","Ferme-Neuve",N,N,"",1,298,"Joncas","","Guy","Conservative","Conservateur",N,N,16
24030,Laurentides--Labelle","Laurentides--Labelle"," 5","Ferme-Neuve",N,N,"",1,298,"Rigal","","Jacques","Green Party","Parti Vert",N,N,4
24030,Laurentides--Labelle","Laurentides--Labelle"," 6","Ferme-Neuve",N,N,"",0,374,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,86
24030,Laurentides--Labelle","Laurentides--Labelle"," 6","Ferme-Neuve",N,N,"",0,374,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,16
24030,Laurentides--Labelle","Laurentides--Labelle"," 6","Ferme-Neuve",N,N,"",0,374,"Gfeller","","Pierre","Liberal","Libéral",N,N,76
24030,Laurentides--Labelle","Laurentides--Labelle"," 6","Ferme-Neuve",N,N,"",0,374,"Joncas","","Guy","Conservative","Conservateur",N,N,13
24030,Laurentides--Labelle","Laurentides--Labelle"," 6","Ferme-Neuve",N,N,"",0,374,"Rigal","","Jacques","Green Party","Parti Vert",N,N,2
24030,Laurentides--Labelle","Laurentides--Labelle"," 7","Ferme-Neuve",N,N,"",4,333,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,80
24030,Laurentides--Labelle","Laurentides--Labelle"," 7","Ferme-Neuve",N,N,"",4,333,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
24030,Laurentides--Labelle","Laurentides--Labelle"," 7","Ferme-Neuve",N,N,"",4,333,"Gfeller","","Pierre","Liberal","Libéral",N,N,51
24030,Laurentides--Labelle","Laurentides--Labelle"," 7","Ferme-Neuve",N,N,"",4,333,"Joncas","","Guy","Conservative","Conservateur",N,N,16
24030,Laurentides--Labelle","Laurentides--Labelle"," 7","Ferme-Neuve",N,N,"",4,333,"Rigal","","Jacques","Green Party","Parti Vert",N,N,2
24030,Laurentides--Labelle","Laurentides--Labelle"," 8","Ferme-Neuve",N,N,"",3,303,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,69
24030,Laurentides--Labelle","Laurentides--Labelle"," 8","Ferme-Neuve",N,N,"",3,303,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
24030,Laurentides--Labelle","Laurentides--Labelle"," 8","Ferme-Neuve",N,N,"",3,303,"Gfeller","","Pierre","Liberal","Libéral",N,N,19
24030,Laurentides--Labelle","Laurentides--Labelle"," 8","Ferme-Neuve",N,N,"",3,303,"Joncas","","Guy","Conservative","Conservateur",N,N,18
24030,Laurentides--Labelle","Laurentides--Labelle"," 8","Ferme-Neuve",N,N,"",3,303,"Rigal","","Jacques","Green Party","Parti Vert",N,N,3
24030,Laurentides--Labelle","Laurentides--Labelle"," 9","Mont-Saint-Michel",N,N,"",1,267,"Deschamps","","Johanne","Bloc Québécois","Bloc Québécois",Y,Y,70
24030,Laurentides--Labelle","Laurentides--Labelle"," 9","Mont-Saint-Michel",N,N,"",1,267,"Dupras","","David","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,4
