Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Dewar","","John","Green Party","Parti Vert",N,N,11
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Gerl","","Sylvia","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Gunn","","Vicki","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Moses","","Judith","Liberal","Libéral",N,N,28
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Pisani","","Paul","PC Party","Parti PC",N,N,2
35104,York--Simcoe","York--Simcoe"," 1A","Innisfil",N,N,"",0,268,"Van Loan","","Peter","Conservative","Conservateur",Y,Y,56
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Dewar","","John","Green Party","Parti Vert",N,N,13
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Gerl","","Sylvia","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Gunn","","Vicki","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Moses","","Judith","Liberal","Libéral",N,N,34
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Pisani","","Paul","PC Party","Parti PC",N,N,1
35104,York--Simcoe","York--Simcoe"," 1B","Innisfil",N,N,"",0,255,"Van Loan","","Peter","Conservative","Conservateur",Y,Y,61
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Dewar","","John","Green Party","Parti Vert",N,N,28
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Gerl","","Sylvia","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Gunn","","Vicki","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Moses","","Judith","Liberal","Libéral",N,N,50
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Pisani","","Paul","PC Party","Parti PC",N,N,7
35104,York--Simcoe","York--Simcoe"," 2","Innisfil",N,N,"",1,518,"Van Loan","","Peter","Conservative","Conservateur",Y,Y,133
35104,York--Simcoe","York--Simcoe"," 3","Innisfil",N,N,"",1,440,"Dewar","","John","Green Party","Parti Vert",N,N,39
