district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle,incumbent
48010,Crowfoot,Crowfoot,Marijuana,Cornelssen,Max,Leonard,N
48010,Crowfoot,Crowfoot,NDP,Parker,Ellen,,N
48010,Crowfoot,Crowfoot,Conservative,Sorenson,Kevin,,Y
48011,Edmonton--Beaumont,Edmonton--Beaumont,Liberal,Kilgour,David,,Y
48011,Edmonton--Beaumont,Edmonton--Beaumont,Communist,Rankin,Naomi,,N
48011,Edmonton--Beaumont,Edmonton--Beaumont,Green,Garfinkle,Michael,,N
48011,Edmonton--Beaumont,Edmonton--Beaumont,Conservative,Uppal,Tim,,N
48011,Edmonton--Beaumont,Edmonton--Beaumont,NDP,Reikie,Paul,,N
48012,Edmonton Centre,Edmonton-Centre,Liberal,McLellan,Anne,,Y
48012,Edmonton Centre,Edmonton-Centre,PC,Tisdall,Sean,,N
48012,Edmonton Centre,Edmonton-Centre,Conservative,Hawn,Laurie,,N
48012,Edmonton Centre,Edmonton-Centre,Marijuana,Kenny,Lyle,,N
48012,Edmonton Centre,Edmonton-Centre,Independent,Baloun,John,,N
48012,Edmonton Centre,Edmonton-Centre,Marxist-Leninist,Morton,Peggy,,N
48012,Edmonton Centre,Edmonton-Centre,Green,Parker,David,J.,N
48012,Edmonton Centre,Edmonton-Centre,NDP,McMaster,Meghan,,N
48013,Edmonton East,Edmonton-Est,Liberal,Bethel,John,,N
48013,Edmonton East,Edmonton-Est,NDP,Strudwick,Janina,,N
48013,Edmonton East,Edmonton-Est,Green,Light,Harlan,,N
48013,Edmonton East,Edmonton-Est,Christian Heritage,Spronk,Ed,,N
48013,Edmonton East,Edmonton-Est,Conservative,Goldring,Peter,,Y
48014,Edmonton--Leduc,Edmonton--Leduc,Liberal,King,Bruce,,N
48014,Edmonton--Leduc,Edmonton--Leduc,Green,Sinclair,Bruce,,N
48014,Edmonton--Leduc,Edmonton--Leduc,NDP,McLachlan,Doug,,N
48014,Edmonton--Leduc,Edmonton--Leduc,Conservative,Rajotte,James,,Y
48015,Edmonton--St. Albert,Edmonton--St. Albert,Liberal,Saeed,Moe,,N
48015,Edmonton--St. Albert,Edmonton--St. Albert,NDP,Melymick,Mike,,N
48015,Edmonton--St. Albert,Edmonton--St. Albert,Conservative,Williams,John,,Y
48015,Edmonton--St. Albert,Edmonton--St. Albert,Green,Bitangcol,Conrad,A.,N
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Liberal,Towns,Maureen,,N
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Green,Marean,Margaret,,N
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,NDP,Harwood,Chris,,N
48016,Edmonton--Sherwood Park,Edmonton--Sherwood Park,Conservative,Epp,Ken,,Y
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Liberal,Mather,Neil,,N
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,NDP,Phillips,Hayley,,N
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Conservative,Ambrose,Rona,,N
48017,Edmonton--Spruce Grove,Edmonton--Spruce Grove,Green,Paschen,Jerry,,N
48018,Edmonton--Strathcona,Edmonton--Strathcona,Liberal,Carlson,Debby,,N
48018,Edmonton--Strathcona,Edmonton--Strathcona,Green,Wakefield,Cameron,,N
48018,Edmonton--Strathcona,Edmonton--Strathcona,Marxist-Leninist,Hunter,Kevan,,N
48018,Edmonton--Strathcona,Edmonton--Strathcona,Conservative,Jaffer,Rahim,,Y
48018,Edmonton--Strathcona,Edmonton--Strathcona,Marijuana,Dowling,Dave,,N
48018,Edmonton--Strathcona,Edmonton--Strathcona,NDP,Azania,Malcolm,,N
48019,Lethbridge,Lethbridge,Liberal,Nicol,Ken,,N
48019,Lethbridge,Lethbridge,NDP,Thomas,Melanee,,N
48019,Lethbridge,Lethbridge,Marijuana,Sobie,Dustin,,N
48019,Lethbridge,Lethbridge,Conservative,Casson,Rick,,Y
48019,Lethbridge,Lethbridge,Christian Heritage,Vanden Broek,Ken,,N
48019,Lethbridge,Lethbridge,Green,Matthews,Erin,Marie,N
48020,Macleod,Macleod,Liberal,Shade,Chris,,N
48020,Macleod,Macleod,NDP,Thomas,Joyce,,N
48020,Macleod,Macleod,Conservative,Menzies,Ted,,N
48020,Macleod,Macleod,Green,Fadeeff,Laurel,Denise,N
48021,Medicine Hat,Medicine Hat,Liberal,Cocks,Bill,,N
48021,Medicine Hat,Medicine Hat,Conservative,Solberg,Monte,Kenton,Y
48021,Medicine Hat,Medicine Hat,Green,Dodd,Kevin,,N
48021,Medicine Hat,Medicine Hat,NDP,Stroh,Betty,,N
48022,Peace River,Peace River,Liberal,Carlstrom,Lyle,,N
48022,Peace River,Peace River,Conservative,Penson,Charlie,,Y
48022,Peace River,Peace River,Green,Pettit,Benjamin,Morrison,N
48022,Peace River,Peace River,NDP,Thompson,Susan,,N
48023,Red Deer,Red Deer,Liberal,Kurata,Luke,,N
48023,Red Deer,Red Deer,NDP,Sloychuk,Jeff,,N
48023,Red Deer,Red Deer,Green,Marks,Garfield,John,N
48023,Red Deer,Red Deer,Conservative,Mills,Bob,,Y
48023,Red Deer,Red Deer,Canadian Action,Cormack,Teena,,N
48024,Vegreville--Wainwright,Vegreville--Wainwright,Liberal,Stewart,Duff,,N
48024,Vegreville--Wainwright,Vegreville--Wainwright,NDP,Legault,Len,,N
48024,Vegreville--Wainwright,Vegreville--Wainwright,Conservative,Benoit,Leon,E.,Y
48024,Vegreville--Wainwright,Vegreville--Wainwright,Green,Kenney,James ,,N
48025,Westlock--St. Paul,Westlock--St. Paul,Liberal,Dion,Joe,,N
48025,Westlock--St. Paul,Westlock--St. Paul,NDP,Kirkeby,Peggy,,N
48025,Westlock--St. Paul,Westlock--St. Paul,Conservative,Chatters,Dave,,Y
48025,Westlock--St. Paul,Westlock--St. Paul,Green,McDonald,John,A.,N
48026,Wetaskiwin,Wetaskiwin,Liberal,Bonnett,Rick,,N
48026,Wetaskiwin,Wetaskiwin,Green,Lampman,Tom,,N
48026,Wetaskiwin,Wetaskiwin,NDP,Robson,Tim,,N
48026,Wetaskiwin,Wetaskiwin,Conservative,Johnston,Dale,,Y
48026,Wetaskiwin,Wetaskiwin,Canadian Action,McKelvie,Brent,,N
48027,Wild Rose,Wild Rose,Liberal,Stewart,Judy,,N
48027,Wild Rose,Wild Rose,NDP,Horvath,Jeff,,N
48027,Wild Rose,Wild Rose,Conservative,Thompson,Myron,,Y
48027,Wild Rose,Wild Rose,Green,Foote,Chris,,N
48028,Yellowhead,Yellowhead,Liberal,Crossley,Peter,,N
48028,Yellowhead,Yellowhead,NDP,Lapierre,Noel,,N
48028,Yellowhead,Yellowhead,Conservative,Merrifield,Rob,,Y
48028,Yellowhead,Yellowhead,Christian Heritage,Strydhorst,Jacob,,N
48028,Yellowhead,Yellowhead,Green,Stieglitz,Eric,,N
59001,Abbotsford,Abbotsford,Liberal,Gill,Moe,,N
59001,Abbotsford,Abbotsford,NDP,Fast,Scott,,N
59001,Abbotsford,Abbotsford,Marijuana,Felger,Tim,,N
59001,Abbotsford,Abbotsford,Green,Hann,Karl,,N
59001,Abbotsford,Abbotsford,Marxist-Leninist,MacKay,David,,N
59001,Abbotsford,Abbotsford,Conservative,White,Randy,,Y
59001,Abbotsford,Abbotsford,Christian Heritage,Ludwig,Harold ,J.,N
59002,Burnaby--Douglas,Burnaby--Douglas,Liberal,Cunningham,Bill,,N
59002,Burnaby--Douglas,Burnaby--Douglas,NDP,Siksay,Bill,,N
59002,Burnaby--Douglas,Burnaby--Douglas,Green,Hunsdale,Shawn,,N
59002,Burnaby--Douglas,Burnaby--Douglas,Libertarian,Desaulniers,Adam,,N
59002,Burnaby--Douglas,Burnaby--Douglas,Conservative,Drazenovic,George,,N
59002,Burnaby--Douglas,Burnaby--Douglas,Independent,Cerminara,Frank,,N
59002,Burnaby--Douglas,Burnaby--Douglas,Communist,Gidora,Hanne,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,Liberal,Pynenburg,Mary,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,Green,Kunz,Revel,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,Conservative,Redmond,Mike,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,Canadian Action,Green,Dana,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,Communist,Horváth,Péter Pál,,N
59003,Burnaby--New Westminster,Burnaby--New Westminster,NDP,Julian,Peter,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal,Saini,Gurbux,,N
59004,Cariboo--Prince George,Cariboo--Prince George,NDP,Smith,Rick,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Green,Gook,Douglas,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Independent,Orr ,Mike,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Canadian Action,Collins,Bev,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Libertarian,Paetkau,Jeff,,N
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative,Harris,Dick,,Y
59004,Cariboo--Prince George,Cariboo--Prince George,Marxist-Leninist,Chapman,Carol,Lee,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Liberal,Besner,Bob,,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,NDP,Keith,Rollie,L.,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Christian Heritage,Gray,Ron,,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Conservative,Strahl,Chuck,,Y
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marijuana,Siefken,Norm,,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marxist-Leninist,O'Donnell,Dorothy-Jean,,N
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Green,Coghlan,Aisha,,N
59006,Delta--Richmond East,Delta--Richmond-Est,Liberal,Leonhardt,Shelley,,N
59006,Delta--Richmond East,Delta--Richmond-Est,Conservative,Cummins,John,,Y
59006,Delta--Richmond East,Delta--Richmond-Est,Green,Miller,Dana,L.,N
59006,Delta--Richmond East,Delta--Richmond-Est,NDP,Syed,Itrath,,N
59007,Dewdney--Alouette,Dewdney--Alouette,Liberal,Juneau,Blanche,,N
59007,Dewdney--Alouette,Dewdney--Alouette,NDP,Bocking,Mike,,N
59007,Dewdney--Alouette,Dewdney--Alouette,Green,Meyer,Tammy Lea,,N
59007,Dewdney--Alouette,Dewdney--Alouette,No Affiliation,Etches,Scott,,N
59007,Dewdney--Alouette,Dewdney--Alouette,Conservative,Kamp,Randy,,N
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Liberal,Martin,Keith,,Y
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,NDP,Garrison,Randall,,N
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Independent,Fisher-Bradley,Jen,,N
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Conservative,Koury,John,,N
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Canadian Action,Giles,Shawn  W.,,N
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Green,Sterk,Jane,,N
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal,Cheema,Gulzar,,N
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative,Grewal,Nina,,N
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Marxist-Leninist,Theriault,Joseph,,N
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Green,Walters,David,,N
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,NDP,Bell,Barry,,N
59010,Kamloops--Thompson,Kamloops--Thompson,Liberal,O'Fee,John,,N
59010,Kamloops--Thompson,Kamloops--Thompson,NDP,Carroll,Brian,,N
59010,Kamloops--Thompson,Kamloops--Thompson,Independent,Singh,Arjun,,N
59010,Kamloops--Thompson,Kamloops--Thompson,Conservative,Hinton,Betty,,Y
59010,Kamloops--Thompson,Kamloops--Thompson,Green,Fraser,Grant,,N
59011,Kelowna,Kelowna,Liberal,Nielsen,Vern,,N
59011,Kelowna,Kelowna,NDP,Grass,Starleigh,,N
59011,Kelowna,Kelowna,Marijuana,Plourde,Huguette,,N
59011,Kelowna,Kelowna,Conservative,Schmidt,Werner,,Y
59011,Kelowna,Kelowna,Canadian Action,Cassidyne-Hook,Michael,,N
59011,Kelowna,Kelowna,Green,Ade,Kevin,,N
59012,Kootenay--Columbia,Kootenay--Columbia,Liberal,Priest,Ross,,N
59012,Kootenay--Columbia,Kootenay--Columbia,Conservative,Abbott,Jim,,Y
59012,Kootenay--Columbia,Kootenay--Columbia,Green,Gustafson,Carmen,,N
59012,Kootenay--Columbia,Kootenay--Columbia,NDP,Bush,Brent,,N
59013,Langley,Langley,Liberal,Richter,Kim,,N
59013,Langley,Langley,NDP,Morrison,Dean,,N
59013,Langley,Langley,Conservative,Warawa,Mark,,N
59013,Langley,Langley,Independent,Kositsky,Mel,,N
59013,Langley,Langley,Green,Meyer,Patrick,,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,Liberal,Chopra,Hira,,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,Canadian Action,Lifton,Diana,E.,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marxist-Leninist,Biley,Barbara,,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,Conservative,Lunney,James,D,Y
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marijuana,Mann,Michael,,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,Green,Wright,David,,N
59014,Nanaimo--Alberni,Nanaimo--Alberni,NDP,Fraser,Scott,,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Liberal,Macilquham,Lloyd,,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Conservative,Quist,Dave,,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Independent,Brunie,Brunie,,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Canadian Action,Warr,Jeffrey,Ian,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Green,Henn,Harold,,N
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,NDP,Crowder,Jean,,N
59016,Newton--North Delta,Newton--Delta-Nord,Liberal,Dhaliwal,Sukh,,N
59016,Newton--North Delta,Newton--Delta-Nord,Conservative,Grewal,Gurmant,,Y
59016,Newton--North Delta,Newton--Delta-Nord,Communist,Rizvi,Nazir,,N
59016,Newton--North Delta,Newton--Delta-Nord,Green,Hague,John,,N
59016,Newton--North Delta,Newton--Delta-Nord,NDP,Clegg,Nancy,,N
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Liberal,Haggard,Dave,,N
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Conservative,Forseth,Paul,,Y
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Christian Heritage,Hummelman,Jack,,N
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,NDP,McClurg,Steve,,N
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Green,Travers,Carli,,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Liberal,Hansma,Will,,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Canadian Action,Foss,Claire,A.,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Conservative,Stinson,Darrel,,Y
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Marijuana,Longley,Blair,T.,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,No Affiliation,Campbell,Gordon,,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,No Affiliation,Daniels,K.,No.,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Green,Nelson,Erin,,N
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,NDP,Brown,Alice,,N
59019,North Vancouver,North Vancouver,Liberal,Bell,Don,H.,N
59019,North Vancouver,North Vancouver,Canadian Action,Barker,Andres,Esteban,N
59019,North Vancouver,North Vancouver,Marxist-Leninist,Hill,Michael,,N
59019,North Vancouver,North Vancouver,Conservative,White,Ted,,Y
59019,North Vancouver,North Vancouver,Green,Stortz,Peggy,,N
59019,North Vancouver,North Vancouver,NDP,Nelson,John,,N
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Liberal,Sutton,Vanessa,,N
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Conservative,Day,Stockwell,,Y
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Marijuana,Peach,Jack William,,N
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Canadian Action,Haver,Lelannd,,N
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Green,Naegel,Harry,,N
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,NDP,Procure,Joyce,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Liberal,Peck,Kwangyul,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Libertarian,Dahlby,Lewis,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Canadian Action,Goff,Pat,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Communist,Gidora,George,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Conservative,Moore,James,,Y
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,NDP,King,Charley,,N
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Green,Voigt,Richard,,N
59022,Prince George--Peace River,Prince George--Peace River,Liberal,Thorpe,Arleene,,N
59022,Prince George--Peace River,Prince George--Peace River,Conservative,Hill,Jay,,Y
59022,Prince George--Peace River,Prince George--Peace River,Marxist-Leninist,Rimstad,Tara,,N
59022,Prince George--Peace River,Prince George--Peace River,Green,Crowley,Hilary,,N
59022,Prince George--Peace River,Prince George--Peace River,NDP,Hunter,Michael,,N
59022,Prince George--Peace River,Prince George--Peace River,Canadian Action,Harasym,Harley,J.,N
59023,Richmond,Richmond,Liberal,Chan,Raymond,,N
59023,Richmond,Richmond,Green,Kronstein,Stephen,H.F.,N
59023,Richmond,Richmond,Canadian Action,Warnke,Allan,,N
59023,Richmond,Richmond,Conservative,Wong,Alice,,N
59023,Richmond,Richmond,NDP,Jackaman,Dale,,N
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal,Mulroney,David,,N
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative,Lunn,Gary,,Y
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Independent,Moreau,Mary,,N
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Green,Lewis,Andrew,,N
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,NDP,Burgis,Jennifer,,N
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal,Richardson,Miles,,N
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative,Burton,Andy,,Y
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage,Taylor,Rod,,N
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Marxist-Leninist,Martin,Frank,,N
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,NDP,Cullen,Nathan,,N
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green,Benham,Roger Colin,,N
59026,Southern Interior,Southern Interior,Liberal,Stanley,Doug,,N
59026,Southern Interior,Southern Interior,Canadian Action,Paynter,Farlie,,N
59026,Southern Interior,Southern Interior,Conservative,Gouk,Jim,,Y
59026,Southern Interior,Southern Interior,Marijuana,Cyr,Karine,,N
59026,Southern Interior,Southern Interior,Independent,Schuster,Robert,,N
59026,Southern Interior,Southern Interior,Marxist-Leninist,Sproule,Brian,,N
59026,Southern Interior,Southern Interior,NDP,Atamanenko,Alex,,N
59026,Southern Interior,Southern Interior,Green,Leyland,Scott,,N
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Liberal,Higginbotham,Judy,,N
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Canadian Action,Taylor,Pat,,N
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Green,De La Pena,Romeo,,N
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Conservative,Hiebert,Russ,,N
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,NDP,Kaur,H.,Pummy,N
59028,Surrey North,Surrey-Nord,Liberal,Sheel,Dan,,N
59028,Surrey North,Surrey-Nord,Conservative,Cheema,Jasbir Singh,,N
59028,Surrey North,Surrey-Nord,Christian Heritage,Herwig,Gerhard,,N
59028,Surrey North,Surrey-Nord,Independent,Cadman,Chuck,,Y
59028,Surrey North,Surrey-Nord,Canadian Action,Whyte,Roy,Tyler,N
59028,Surrey North,Surrey-Nord,Communist,Holmes,Joyce,,N
59028,Surrey North,Surrey-Nord,Green,Athwal,Sunny,,N
59028,Surrey North,Surrey-Nord,NDP,Karpoff,Jim,,N
59029,Vancouver Centre,Vancouver-Centre,Liberal,Fry,Hedy,,Y
59029,Vancouver Centre,Vancouver-Centre,Communist,Cariou,Kimball,,N
59029,Vancouver Centre,Vancouver-Centre,NDP,Stewart,Kennedy,,N
59029,Vancouver Centre,Vancouver-Centre,Green,Mattu,Robbie,,N
59029,Vancouver Centre,Vancouver-Centre,Canadian Action,Frei,Alexander,,N
59029,Vancouver Centre,Vancouver-Centre,Libertarian,Clarke,John,,N
59029,Vancouver Centre,Vancouver-Centre,Conservative,Mitchell,Gary,,N
59029,Vancouver Centre,Vancouver-Centre,Christian Heritage,Pal,Joe,,N
59030,Vancouver East,Vancouver-Est,Liberal,Chan,Shirley,,N
59030,Vancouver East,Vancouver-Est,Green,Plowright,Ron,,N
59030,Vancouver East,Vancouver-Est,No Affiliation,Lesosky,Louis,James,N
59030,Vancouver East,Vancouver-Est,NDP,Davies,Libby,,Y
59030,Vancouver East,Vancouver-Est,Christian Heritage,Kieler,Gloria,Anne,N
59030,Vancouver East,Vancouver-Est,Conservative,Grigg,Harvey,,N
59030,Vancouver East,Vancouver-Est,Marijuana,Boyer,Marc,,N
59031,Vancouver Island North,Île de Vancouver-Nord,Liberal,Ahmed ,Noor,,N
59031,Vancouver Island North,Île de Vancouver-Nord,Marxist-Leninist,East,Jack,,N
59031,Vancouver Island North,Île de Vancouver-Nord,Conservative,Duncan,John,,Y
59031,Vancouver Island North,Île de Vancouver-Nord,Green,Munroe,Pam,,N
59031,Vancouver Island North,Île de Vancouver-Nord,NDP,Bell,Catherine,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Liberal,Emerson,David,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Conservative,Johl,Jesse,,N
59032,Vancouver Kingsway,Vancouver Kingsway,No Affiliation,Kwan,Jeannie,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Canadian Action,Rempel,Jacob,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Communist,Mann,Jason,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist,Petersen,Donna,,N
59032,Vancouver Kingsway,Vancouver Kingsway,Green,Mann,Tracey  Jastinder,,N
59032,Vancouver Kingsway,Vancouver Kingsway,NDP,Waddell,Ian,,N
59033,Vancouver Quadra,Vancouver Quadra,Liberal,Owen,Stephen,,Y
59033,Vancouver Quadra,Vancouver Quadra,Marxist-Leninist,Young,Donovan,,N
59033,Vancouver Quadra,Vancouver Quadra,Green,Warkentin,Doug,,N
59033,Vancouver Quadra,Vancouver Quadra,Conservative,Rogers,Stephen,,N
59033,Vancouver Quadra,Vancouver Quadra,Libertarian,Chowne,Katrina,,N
59033,Vancouver Quadra,Vancouver Quadra,Canadian Action,Fogal,Connie,,N
59033,Vancouver Quadra,Vancouver Quadra,NDP,Askew,David,,N
59034,Vancouver South,Vancouver-Sud,Liberal,Dosanjh,Ujjal,,N
59034,Vancouver South,Vancouver-Sud,Conservative,Soo Chan,Victor,,N
59034,Vancouver South,Vancouver-Sud,Christian Heritage,Wagner,Frank,,N
59034,Vancouver South,Vancouver-Sud,No Affiliation,Sandhu,H.,,N
59034,Vancouver South,Vancouver-Sud,Canadian Action,Horrocks,Joe,Sixpack,N
59034,Vancouver South,Vancouver-Sud,NDP,Meslo,Bev,,N
59034,Vancouver South,Vancouver-Sud,Marxist-Leninist,Boylan,Charles,,N
59034,Vancouver South,Vancouver-Sud,Green,Perry,Doug,,N
59034,Vancouver South,Vancouver-Sud,Communist,Von Sychowski,Stephen,,N
59035,Victoria,Victoria,Liberal,Anderson,David,,Y
59035,Victoria,Victoria,NDP,Turner,David,,N
59035,Victoria,Victoria,Conservative,Wenham,Logan,,N
59035,Victoria,Victoria,Canadian Action,Skinner,Derek,J.,N
59035,Victoria,Victoria,Green,Lade,Ariel,,N
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Liberal,Wilson,Blair,,N
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Conservative,Reynolds,John,,Y
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Canadian Action,Bombois,Marc,,N
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Marxist-Leninist,Jamieson,Anne,,N
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Green,Goldsmith,Andrea,,N
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,NDP,Simons,Nicholas,,N
60001,Yukon,Yukon,Liberal,Bagnell,Larry,,Y
60001,Yukon,Yukon,NDP,Boyde,Pam,,N
60001,Yukon,Yukon,Green,LeBlond,Philippe,,N
60001,Yukon,Yukon,Marijuana,Davey,Sean,,N
60001,Yukon,Yukon,Conservative,Hartle,James,,N
60001,Yukon,Yukon,Christian Heritage,Capp,Geoffrey,,N
61001,Western Arctic,Western Arctic,Liberal,Blondin-Andrew,Ethel,,Y
61001,Western Arctic,Western Arctic,NDP,Bevington,Dennis,,N
61001,Western Arctic,Western Arctic,Green,O'Brien,Chris,,N
61001,Western Arctic,Western Arctic,Conservative,Mandeville,Sean,,N
62001,Nunavut,Nunavut,Liberal,Karetak-Lindell,Nancy,,Y
62001,Nunavut,Nunavut,Independent,Thompson,Manitok,,N
62001,Nunavut,Nunavut,Green,Kenney,Nedd,,N
62001,Nunavut,Nunavut,Conservative,Cunningham,Duncan,,N
62001,Nunavut,Nunavut,NDP,Riddell,Bill,,N
