Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Brown","","Patrick","Conservative","Conservateur",Y,Y,150
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Clark","","Myrna","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,35
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Jacoby-Hawkins","","Erich","Green Party","Parti Vert",N,N,9
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Nugent","","Christine","Marxist-Leninist","Marxiste-Léniniste",N,N,1
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Roskam","","Darren","Libertarian","Libertarien",N,N,2
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Sakula","","Jeff","CAP","PAC",N,N,0
35004,"Barrie","Barrie"," 1","Barrie",N,N,"",0,405,"Wilson","","Colin","Liberal","Libéral",N,N,19
35004,"Barrie","Barrie"," 2","Barrie",N,N,"",0,305,"Brown","","Patrick","Conservative","Conservateur",Y,Y,101
35004,"Barrie","Barrie"," 2","Barrie",N,N,"",0,305,"Clark","","Myrna","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,44
35004,"Barrie","Barrie"," 2","Barrie",N,N,"",0,305,"Jacoby-Hawkins","","Erich","Green Party","Parti Vert",N,N,6
