Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35030,"Halton","Halton"," 1","Milton",N,N,"",0,354,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
35030,"Halton","Halton"," 1","Milton",N,N,"",0,354,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,41
35030,"Halton","Halton"," 1","Milton",N,N,"",0,354,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,132
35030,"Halton","Halton"," 1","Milton",N,N,"",0,354,"Remigio","","Judi","Green Party","Parti Vert",N,N,13
35030,"Halton","Halton"," 1","Milton",N,N,"",0,354,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,2
35030,"Halton","Halton"," 2","Milton",N,N,"",1,362,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
35030,"Halton","Halton"," 2","Milton",N,N,"",1,362,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,52
35030,"Halton","Halton"," 2","Milton",N,N,"",1,362,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,106
35030,"Halton","Halton"," 2","Milton",N,N,"",1,362,"Remigio","","Judi","Green Party","Parti Vert",N,N,12
35030,"Halton","Halton"," 2","Milton",N,N,"",1,362,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,0
35030,"Halton","Halton"," 3","Milton",N,N,"",2,444,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,32
35030,"Halton","Halton"," 3","Milton",N,N,"",2,444,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,46
35030,"Halton","Halton"," 3","Milton",N,N,"",2,444,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,147
35030,"Halton","Halton"," 3","Milton",N,N,"",2,444,"Remigio","","Judi","Green Party","Parti Vert",N,N,5
35030,"Halton","Halton"," 3","Milton",N,N,"",2,444,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,0
35030,"Halton","Halton"," 4","Milton",N,N,"",0,399,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
35030,"Halton","Halton"," 4","Milton",N,N,"",0,399,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,49
35030,"Halton","Halton"," 4","Milton",N,N,"",0,399,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,140
35030,"Halton","Halton"," 4","Milton",N,N,"",0,399,"Remigio","","Judi","Green Party","Parti Vert",N,N,15
35030,"Halton","Halton"," 4","Milton",N,N,"",0,399,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,1
35030,"Halton","Halton"," 5","Milton",N,N,"",0,329,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
35030,"Halton","Halton"," 5","Milton",N,N,"",0,329,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,41
35030,"Halton","Halton"," 5","Milton",N,N,"",0,329,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,118
35030,"Halton","Halton"," 5","Milton",N,N,"",0,329,"Remigio","","Judi","Green Party","Parti Vert",N,N,9
35030,"Halton","Halton"," 5","Milton",N,N,"",0,329,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,3
35030,"Halton","Halton"," 6","Milton",N,N,"",1,344,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
35030,"Halton","Halton"," 6","Milton",N,N,"",1,344,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,45
35030,"Halton","Halton"," 6","Milton",N,N,"",1,344,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,112
35030,"Halton","Halton"," 6","Milton",N,N,"",1,344,"Remigio","","Judi","Green Party","Parti Vert",N,N,11
35030,"Halton","Halton"," 6","Milton",N,N,"",1,344,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,1
35030,"Halton","Halton"," 6-1","Milton",N,N,"",1,352,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
35030,"Halton","Halton"," 6-1","Milton",N,N,"",1,352,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,31
35030,"Halton","Halton"," 6-1","Milton",N,N,"",1,352,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,114
35030,"Halton","Halton"," 6-1","Milton",N,N,"",1,352,"Remigio","","Judi","Green Party","Parti Vert",N,N,15
35030,"Halton","Halton"," 6-1","Milton",N,N,"",1,352,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,1
35030,"Halton","Halton"," 7","Milton",N,N,"",0,375,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35030,"Halton","Halton"," 7","Milton",N,N,"",0,375,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,62
35030,"Halton","Halton"," 7","Milton",N,N,"",0,375,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,119
35030,"Halton","Halton"," 7","Milton",N,N,"",0,375,"Remigio","","Judi","Green Party","Parti Vert",N,N,15
35030,"Halton","Halton"," 7","Milton",N,N,"",0,375,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,2
35030,"Halton","Halton"," 8","Milton",N,N,"",1,348,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
35030,"Halton","Halton"," 8","Milton",N,N,"",1,348,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,33
35030,"Halton","Halton"," 8","Milton",N,N,"",1,348,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,103
35030,"Halton","Halton"," 8","Milton",N,N,"",1,348,"Remigio","","Judi","Green Party","Parti Vert",N,N,14
35030,"Halton","Halton"," 8","Milton",N,N,"",1,348,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,2
35030,"Halton","Halton"," 9","Milton",N,N,"",0,463,"Heroux","","Pat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,40
35030,"Halton","Halton"," 9","Milton",N,N,"",0,463,"Laurin-Bowie","","Connie","Liberal","Libéral",N,N,49
35030,"Halton","Halton"," 9","Milton",N,N,"",0,463,"Raitt","","Lisa","Conservative","Conservateur",Y,Y,162
35030,"Halton","Halton"," 9","Milton",N,N,"",0,463,"Remigio","","Judi","Green Party","Parti Vert",N,N,16
35030,"Halton","Halton"," 9","Milton",N,N,"",0,463,"Rodrigues","","Tony","CHP Canada","PHC Canada",N,N,0
