Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 1","Radisson",N,N,"",0,54,"Audette","","Pierre","Green Party","Parti Vert",N,N,5
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 1","Radisson",N,N,"",0,54,"Grenier","","Jacques","Conservative","Conservateur",N,N,4
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 1","Radisson",N,N,"",0,54,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,5
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 1","Radisson",N,N,"",0,54,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,17
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 1","Radisson",N,N,"",0,54,"Tousignant","","Yves","Liberal","Libéral",N,N,2
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 2","Obedjiwan 28",N,N,"",0,1057,"Audette","","Pierre","Green Party","Parti Vert",N,N,4
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 2","Obedjiwan 28",N,N,"",0,1057,"Grenier","","Jacques","Conservative","Conservateur",N,N,4
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 2","Obedjiwan 28",N,N,"",0,1057,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,8
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 2","Obedjiwan 28",N,N,"",0,1057,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,127
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 2","Obedjiwan 28",N,N,"",0,1057,"Tousignant","","Yves","Liberal","Libéral",N,N,21
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 3","Wemotaci",N,N,"",0,650,"Audette","","Pierre","Green Party","Parti Vert",N,N,10
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 3","Wemotaci",N,N,"",0,650,"Grenier","","Jacques","Conservative","Conservateur",N,N,12
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 3","Wemotaci",N,N,"",0,650,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,9
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 3","Wemotaci",N,N,"",0,650,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,75
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 3","Wemotaci",N,N,"",0,650,"Tousignant","","Yves","Liberal","Libéral",N,N,44
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 4","Parent",N,N,"",4,280,"Audette","","Pierre","Green Party","Parti Vert",N,N,8
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 4","Parent",N,N,"",4,280,"Grenier","","Jacques","Conservative","Conservateur",N,N,14
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 4","Parent",N,N,"",4,280,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,45
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 4","Parent",N,N,"",4,280,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,64
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 4","Parent",N,N,"",4,280,"Tousignant","","Yves","Liberal","Libéral",N,N,5
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 5","Coucoucache 24A",Y,N,"",0,0,"Audette","","Pierre","Green Party","Parti Vert",N,N,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 5","Coucoucache 24A",Y,N,"",0,0,"Grenier","","Jacques","Conservative","Conservateur",N,N,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 5","Coucoucache 24A",Y,N,"",0,0,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 5","Coucoucache 24A",Y,N,"",0,0,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 5","Coucoucache 24A",Y,N,"",0,0,"Tousignant","","Yves","Liberal","Libéral",N,N,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 6","La Croche",N,N,"",6,424,"Audette","","Pierre","Green Party","Parti Vert",N,N,5
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 6","La Croche",N,N,"",6,424,"Grenier","","Jacques","Conservative","Conservateur",N,N,15
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 6","La Croche",N,N,"",6,424,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,62
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 6","La Croche",N,N,"",6,424,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,76
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 6","La Croche",N,N,"",6,424,"Tousignant","","Yves","Liberal","Libéral",N,N,25
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 7","Lac-Édouard",N,N,"",2,134,"Audette","","Pierre","Green Party","Parti Vert",N,N,0
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 7","Lac-Édouard",N,N,"",2,134,"Grenier","","Jacques","Conservative","Conservateur",N,N,16
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 7","Lac-Édouard",N,N,"",2,134,"Laforest","","Jean-Yves","Bloc Québécois","Bloc Québécois",Y,N,8
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 7","Lac-Édouard",N,N,"",2,134,"St-Denis","","Lise","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,54
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 7","Lac-Édouard",N,N,"",2,134,"Tousignant","","Yves","Liberal","Libéral",N,N,12
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 8","La Bostonnais",N,N,"",10,456,"Audette","","Pierre","Green Party","Parti Vert",N,N,9
24068,"Saint-Maurice--Champlain","Saint-Maurice--Champlain"," 8","La Bostonnais",N,N,"",10,456,"Grenier","","Jacques","Conservative","Conservateur",N,N,21
