Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 1","Grahamdale",N,N,"",2,291,"Bezan","","James","Conservative","Conservateur",Y,Y,72
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 1","Grahamdale",N,N,"",2,291,"James","","Wayne","Green Party","Parti Vert",N,N,7
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 1","Grahamdale",N,N,"",2,291,"Kathwaroon","","Ian","People's Party","Parti populaire",N,N,1
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 1","Grahamdale",N,N,"",2,291,"Regelsky","","Detlev","Liberal","Libéral",N,N,5
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 1","Grahamdale",N,N,"",2,291,"Smith","","Robert A.","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 2","Grahamdale",N,N,"",0,304,"Bezan","","James","Conservative","Conservateur",Y,Y,148
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 2","Grahamdale",N,N,"",0,304,"James","","Wayne","Green Party","Parti Vert",N,N,5
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 2","Grahamdale",N,N,"",0,304,"Kathwaroon","","Ian","People's Party","Parti populaire",N,N,2
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 2","Grahamdale",N,N,"",0,304,"Regelsky","","Detlev","Liberal","Libéral",N,N,7
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 2","Grahamdale",N,N,"",0,304,"Smith","","Robert A.","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 3","Moosehorn",N,N,"",1,341,"Bezan","","James","Conservative","Conservateur",Y,Y,167
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 3","Moosehorn",N,N,"",1,341,"James","","Wayne","Green Party","Parti Vert",N,N,6
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 3","Moosehorn",N,N,"",1,341,"Kathwaroon","","Ian","People's Party","Parti populaire",N,N,1
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 3","Moosehorn",N,N,"",1,341,"Regelsky","","Detlev","Liberal","Libéral",N,N,16
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 3","Moosehorn",N,N,"",1,341,"Smith","","Robert A.","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
46010,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman"," 4","Peguis",N,N,"",0,284,"Bezan","","James","Conservative","Conservateur",Y,Y,93
