Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"Jowhari","","Majid","Liberal","Libéral",Y,Y,60
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"Kohli","","Ichha","Green Party","Parti Vert",N,N,8
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"Menegakis","","Costas","Conservative","Conservateur",N,N,48
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"Tvorogov","","Igor","People's Party","Parti populaire",N,N,0
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",3,380,"Wevers","","Otto","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"Jowhari","","Majid","Liberal","Libéral",Y,Y,84
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"Kohli","","Ichha","Green Party","Parti Vert",N,N,7
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"Menegakis","","Costas","Conservative","Conservateur",N,N,61
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"Tvorogov","","Igor","People's Party","Parti populaire",N,N,3
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",1,417,"Wevers","","Otto","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Jowhari","","Majid","Liberal","Libéral",Y,Y,97
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Kohli","","Ichha","Green Party","Parti Vert",N,N,17
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Menegakis","","Costas","Conservative","Conservateur",N,N,61
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Tvorogov","","Igor","People's Party","Parti populaire",N,N,2
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Wevers","","Otto","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"Jowhari","","Majid","Liberal","Libéral",Y,Y,80
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"Kohli","","Ichha","Green Party","Parti Vert",N,N,19
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"Menegakis","","Costas","Conservative","Conservateur",N,N,85
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"Tvorogov","","Igor","People's Party","Parti populaire",N,N,3
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",5,512,"Wevers","","Otto","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"Jowhari","","Majid","Liberal","Libéral",Y,Y,55
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"Kohli","","Ichha","Green Party","Parti Vert",N,N,7
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"Menegakis","","Costas","Conservative","Conservateur",N,N,72
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"Tvorogov","","Igor","People's Party","Parti populaire",N,N,3
35087,"Richmond Hill","Richmond Hill"," 5","Richmond Hill",N,N,"",2,411,"Wevers","","Otto","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35087,"Richmond Hill","Richmond Hill"," 6","Richmond Hill",N,N,"",1,431,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
35087,"Richmond Hill","Richmond Hill"," 6","Richmond Hill",N,N,"",1,431,"Jowhari","","Majid","Liberal","Libéral",Y,Y,70
35087,"Richmond Hill","Richmond Hill"," 6","Richmond Hill",N,N,"",1,431,"Kohli","","Ichha","Green Party","Parti Vert",N,N,9
35087,"Richmond Hill","Richmond Hill"," 6","Richmond Hill",N,N,"",1,431,"Menegakis","","Costas","Conservative","Conservateur",N,N,84
