Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 1","Upsala",N,N,"",0,166,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,2
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 1","Upsala",N,N,"",0,166,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,3
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 1","Upsala",N,N,"",0,166,"Powlowski","","Marcus","Liberal","Libéral",N,Y,15
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 1","Upsala",N,N,"",0,166,"Rydholm","","Linda","Conservative","Conservateur",N,N,53
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 1","Upsala",N,N,"",0,166,"Won","","Yuk-Sem","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 2","Morson",N,N,"",0,146,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,1
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 2","Morson",N,N,"",0,146,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 2","Morson",N,N,"",0,146,"Powlowski","","Marcus","Liberal","Libéral",N,Y,7
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 2","Morson",N,N,"",0,146,"Rydholm","","Linda","Conservative","Conservateur",N,N,36
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 2","Morson",N,N,"",0,146,"Won","","Yuk-Sem","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 3","Morson",N,N,"",0,15,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 3","Morson",N,N,"",0,15,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,1
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 3","Morson",N,N,"",0,15,"Powlowski","","Marcus","Liberal","Libéral",N,Y,8
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 3","Morson",N,N,"",0,15,"Rydholm","","Linda","Conservative","Conservateur",N,N,2
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 3","Morson",N,N,"",0,15,"Won","","Yuk-Sem","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,41
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 4","Morson",N,N,"",1,111,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 4","Morson",N,N,"",1,111,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 4","Morson",N,N,"",1,111,"Powlowski","","Marcus","Liberal","Libéral",N,Y,3
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 4","Morson",N,N,"",1,111,"Rydholm","","Linda","Conservative","Conservateur",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 4","Morson",N,N,"",1,111,"Won","","Yuk-Sem","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,62
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 5","Bergland",N,N,"",0,130,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 5","Bergland",N,N,"",0,130,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,1
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 5","Bergland",N,N,"",0,130,"Powlowski","","Marcus","Liberal","Libéral",N,Y,13
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 5","Bergland",N,N,"",0,130,"Rydholm","","Linda","Conservative","Conservateur",N,N,50
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 5","Bergland",N,N,"",0,130,"Won","","Yuk-Sem","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 6","Couchiching 16A",N,N,"7",0,199,"Hartnell","","Andrew","People's Party","Parti populaire",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 6","Couchiching 16A",N,N,"7",0,199,"Moddejonge","","Amanda","Green Party","Parti Vert",N,N,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 6","Couchiching 16A",N,N,"7",0,199,"Powlowski","","Marcus","Liberal","Libéral",N,Y,0
35105,"Thunder Bay--Rainy River","Thunder Bay--Rainy River"," 6","Couchiching 16A",N,N,"7",0,199,"Rydholm","","Linda","Conservative","Conservateur",N,N,0
