Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
11002,"Charlottetown","Charlottetown"," 1","Charlottetown",N,N,"",0,678,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,84
11002,"Charlottetown","Charlottetown"," 1","Charlottetown",N,N,"",0,678,"Casey","","Sean","Liberal","Libéral",Y,Y,264
11002,"Charlottetown","Charlottetown"," 1","Charlottetown",N,N,"",0,678,"MacMillan","","Ron","Conservative","Conservateur",N,N,50
11002,"Charlottetown","Charlottetown"," 1","Charlottetown",N,N,"",0,678,"Viau","","Becka","Green Party","Parti Vert",N,N,22
11002,"Charlottetown","Charlottetown"," 2","Charlottetown",N,N,"",1,479,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,50
11002,"Charlottetown","Charlottetown"," 2","Charlottetown",N,N,"",1,479,"Casey","","Sean","Liberal","Libéral",Y,Y,141
11002,"Charlottetown","Charlottetown"," 2","Charlottetown",N,N,"",1,479,"MacMillan","","Ron","Conservative","Conservateur",N,N,44
11002,"Charlottetown","Charlottetown"," 2","Charlottetown",N,N,"",1,479,"Viau","","Becka","Green Party","Parti Vert",N,N,16
11002,"Charlottetown","Charlottetown"," 3","Charlottetown",N,N,"",0,655,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,78
11002,"Charlottetown","Charlottetown"," 3","Charlottetown",N,N,"",0,655,"Casey","","Sean","Liberal","Libéral",Y,Y,197
11002,"Charlottetown","Charlottetown"," 3","Charlottetown",N,N,"",0,655,"MacMillan","","Ron","Conservative","Conservateur",N,N,47
11002,"Charlottetown","Charlottetown"," 3","Charlottetown",N,N,"",0,655,"Viau","","Becka","Green Party","Parti Vert",N,N,12
11002,"Charlottetown","Charlottetown"," 4","Charlottetown",N,N,"",0,412,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,45
11002,"Charlottetown","Charlottetown"," 4","Charlottetown",N,N,"",0,412,"Casey","","Sean","Liberal","Libéral",Y,Y,126
11002,"Charlottetown","Charlottetown"," 4","Charlottetown",N,N,"",0,412,"MacMillan","","Ron","Conservative","Conservateur",N,N,35
11002,"Charlottetown","Charlottetown"," 4","Charlottetown",N,N,"",0,412,"Viau","","Becka","Green Party","Parti Vert",N,N,9
11002,"Charlottetown","Charlottetown"," 5","Charlottetown",N,N,"",1,539,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,59
11002,"Charlottetown","Charlottetown"," 5","Charlottetown",N,N,"",1,539,"Casey","","Sean","Liberal","Libéral",Y,Y,180
11002,"Charlottetown","Charlottetown"," 5","Charlottetown",N,N,"",1,539,"MacMillan","","Ron","Conservative","Conservateur",N,N,34
11002,"Charlottetown","Charlottetown"," 5","Charlottetown",N,N,"",1,539,"Viau","","Becka","Green Party","Parti Vert",N,N,15
11002,"Charlottetown","Charlottetown"," 6","Charlottetown",N,N,"",0,354,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,48
11002,"Charlottetown","Charlottetown"," 6","Charlottetown",N,N,"",0,354,"Casey","","Sean","Liberal","Libéral",Y,Y,101
11002,"Charlottetown","Charlottetown"," 6","Charlottetown",N,N,"",0,354,"MacMillan","","Ron","Conservative","Conservateur",N,N,23
11002,"Charlottetown","Charlottetown"," 6","Charlottetown",N,N,"",0,354,"Viau","","Becka","Green Party","Parti Vert",N,N,12
11002,"Charlottetown","Charlottetown"," 7","Charlottetown",N,N,"",1,202,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
11002,"Charlottetown","Charlottetown"," 7","Charlottetown",N,N,"",1,202,"Casey","","Sean","Liberal","Libéral",Y,Y,65
11002,"Charlottetown","Charlottetown"," 7","Charlottetown",N,N,"",1,202,"MacMillan","","Ron","Conservative","Conservateur",N,N,15
11002,"Charlottetown","Charlottetown"," 7","Charlottetown",N,N,"",1,202,"Viau","","Becka","Green Party","Parti Vert",N,N,3
11002,"Charlottetown","Charlottetown"," 8","Charlottetown",N,N,"",2,366,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,48
11002,"Charlottetown","Charlottetown"," 8","Charlottetown",N,N,"",2,366,"Casey","","Sean","Liberal","Libéral",Y,Y,117
11002,"Charlottetown","Charlottetown"," 8","Charlottetown",N,N,"",2,366,"MacMillan","","Ron","Conservative","Conservateur",N,N,29
11002,"Charlottetown","Charlottetown"," 8","Charlottetown",N,N,"",2,366,"Viau","","Becka","Green Party","Parti Vert",N,N,6
11002,"Charlottetown","Charlottetown"," 9","Charlottetown",N,N,"",1,370,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,47
11002,"Charlottetown","Charlottetown"," 9","Charlottetown",N,N,"",1,370,"Casey","","Sean","Liberal","Libéral",Y,Y,105
11002,"Charlottetown","Charlottetown"," 9","Charlottetown",N,N,"",1,370,"MacMillan","","Ron","Conservative","Conservateur",N,N,22
11002,"Charlottetown","Charlottetown"," 9","Charlottetown",N,N,"",1,370,"Viau","","Becka","Green Party","Parti Vert",N,N,8
11002,"Charlottetown","Charlottetown"," 10","Charlottetown",N,N,"",0,286,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,40
11002,"Charlottetown","Charlottetown"," 10","Charlottetown",N,N,"",0,286,"Casey","","Sean","Liberal","Libéral",Y,Y,90
11002,"Charlottetown","Charlottetown"," 10","Charlottetown",N,N,"",0,286,"MacMillan","","Ron","Conservative","Conservateur",N,N,25
11002,"Charlottetown","Charlottetown"," 10","Charlottetown",N,N,"",0,286,"Viau","","Becka","Green Party","Parti Vert",N,N,7
11002,"Charlottetown","Charlottetown"," 11","Charlottetown",N,N,"",0,327,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
11002,"Charlottetown","Charlottetown"," 11","Charlottetown",N,N,"",0,327,"Casey","","Sean","Liberal","Libéral",Y,Y,108
11002,"Charlottetown","Charlottetown"," 11","Charlottetown",N,N,"",0,327,"MacMillan","","Ron","Conservative","Conservateur",N,N,20
11002,"Charlottetown","Charlottetown"," 11","Charlottetown",N,N,"",0,327,"Viau","","Becka","Green Party","Parti Vert",N,N,9
11002,"Charlottetown","Charlottetown"," 12","Charlottetown",N,N,"",1,361,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,33
11002,"Charlottetown","Charlottetown"," 12","Charlottetown",N,N,"",1,361,"Casey","","Sean","Liberal","Libéral",Y,Y,140
11002,"Charlottetown","Charlottetown"," 12","Charlottetown",N,N,"",1,361,"MacMillan","","Ron","Conservative","Conservateur",N,N,31
11002,"Charlottetown","Charlottetown"," 12","Charlottetown",N,N,"",1,361,"Viau","","Becka","Green Party","Parti Vert",N,N,20
11002,"Charlottetown","Charlottetown"," 13","Charlottetown",N,N,"",2,360,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
11002,"Charlottetown","Charlottetown"," 13","Charlottetown",N,N,"",2,360,"Casey","","Sean","Liberal","Libéral",Y,Y,106
11002,"Charlottetown","Charlottetown"," 13","Charlottetown",N,N,"",2,360,"MacMillan","","Ron","Conservative","Conservateur",N,N,37
11002,"Charlottetown","Charlottetown"," 13","Charlottetown",N,N,"",2,360,"Viau","","Becka","Green Party","Parti Vert",N,N,7
11002,"Charlottetown","Charlottetown"," 14","Charlottetown",N,N,"",0,356,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,39
11002,"Charlottetown","Charlottetown"," 14","Charlottetown",N,N,"",0,356,"Casey","","Sean","Liberal","Libéral",Y,Y,111
11002,"Charlottetown","Charlottetown"," 14","Charlottetown",N,N,"",0,356,"MacMillan","","Ron","Conservative","Conservateur",N,N,29
11002,"Charlottetown","Charlottetown"," 14","Charlottetown",N,N,"",0,356,"Viau","","Becka","Green Party","Parti Vert",N,N,9
11002,"Charlottetown","Charlottetown"," 15","Charlottetown",N,N,"",0,395,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,55
11002,"Charlottetown","Charlottetown"," 15","Charlottetown",N,N,"",0,395,"Casey","","Sean","Liberal","Libéral",Y,Y,135
11002,"Charlottetown","Charlottetown"," 15","Charlottetown",N,N,"",0,395,"MacMillan","","Ron","Conservative","Conservateur",N,N,40
11002,"Charlottetown","Charlottetown"," 15","Charlottetown",N,N,"",0,395,"Viau","","Becka","Green Party","Parti Vert",N,N,11
11002,"Charlottetown","Charlottetown"," 16","Charlottetown",N,N,"",0,391,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,32
11002,"Charlottetown","Charlottetown"," 16","Charlottetown",N,N,"",0,391,"Casey","","Sean","Liberal","Libéral",Y,Y,91
11002,"Charlottetown","Charlottetown"," 16","Charlottetown",N,N,"",0,391,"MacMillan","","Ron","Conservative","Conservateur",N,N,48
11002,"Charlottetown","Charlottetown"," 16","Charlottetown",N,N,"",0,391,"Viau","","Becka","Green Party","Parti Vert",N,N,11
11002,"Charlottetown","Charlottetown"," 17","Charlottetown",N,N,"",3,396,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,52
11002,"Charlottetown","Charlottetown"," 17","Charlottetown",N,N,"",3,396,"Casey","","Sean","Liberal","Libéral",Y,Y,134
11002,"Charlottetown","Charlottetown"," 17","Charlottetown",N,N,"",3,396,"MacMillan","","Ron","Conservative","Conservateur",N,N,48
11002,"Charlottetown","Charlottetown"," 17","Charlottetown",N,N,"",3,396,"Viau","","Becka","Green Party","Parti Vert",N,N,11
11002,"Charlottetown","Charlottetown"," 18","Charlottetown",N,N,"",0,353,"Byrne","","Joe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,70
11002,"Charlottetown","Charlottetown"," 18","Charlottetown",N,N,"",0,353,"Casey","","Sean","Liberal","Libéral",Y,Y,131
11002,"Charlottetown","Charlottetown"," 18","Charlottetown",N,N,"",0,353,"MacMillan","","Ron","Conservative","Conservateur",N,N,16
