Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Akpata","","John Andrew Omowole","Radical Marijuana","Radical Marijuana",N,N,1
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Dewar","","Paul","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,78
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Harris","","Dean T.","Libertarian","Libertarien",N,N,0
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Konstantinakos","","Damian","Conservative","Conservateur",N,N,32
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Lukawski","","Conrad","Rhinoceros","Rhinocéros",N,N,0
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"McKenna","","Catherine Mary","Liberal","Libéral",N,Y,103
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Milroy","","Tom","Green Party","Parti Vert",N,N,11
35075,"Ottawa Centre","Ottawa-Centre"," 1","Ottawa",N,N,"",0,449,"Ryan","","Stuart","Communist","Communiste",N,N,0
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Akpata","","John Andrew Omowole","Radical Marijuana","Radical Marijuana",N,N,2
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Dewar","","Paul","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,87
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Harris","","Dean T.","Libertarian","Libertarien",N,N,1
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Konstantinakos","","Damian","Conservative","Conservateur",N,N,34
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Lukawski","","Conrad","Rhinoceros","Rhinocéros",N,N,0
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"McKenna","","Catherine Mary","Liberal","Libéral",N,Y,127
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Milroy","","Tom","Green Party","Parti Vert",N,N,11
35075,"Ottawa Centre","Ottawa-Centre"," 2","Ottawa",N,N,"",0,466,"Ryan","","Stuart","Communist","Communiste",N,N,0
35075,"Ottawa Centre","Ottawa-Centre"," 3","Ottawa",N,N,"",1,426,"Akpata","","John Andrew Omowole","Radical Marijuana","Radical Marijuana",N,N,0
