Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",1,403,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",1,403,"Jowhari","","Majid","Liberal","Libéral",N,Y,109
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",1,403,"Parsa","","Michael","Conservative","Conservateur",N,N,54
35087,"Richmond Hill","Richmond Hill"," 1","Richmond Hill",N,N,"",1,403,"Veenema","","Gwendolyn","Green Party","Parti Vert",N,N,3
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",3,432,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",3,432,"Jowhari","","Majid","Liberal","Libéral",N,Y,99
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",3,432,"Parsa","","Michael","Conservative","Conservateur",N,N,76
35087,"Richmond Hill","Richmond Hill"," 2","Richmond Hill",N,N,"",3,432,"Veenema","","Gwendolyn","Green Party","Parti Vert",N,N,9
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Jowhari","","Majid","Liberal","Libéral",N,Y,75
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Parsa","","Michael","Conservative","Conservateur",N,N,58
35087,"Richmond Hill","Richmond Hill"," 3","Richmond Hill",N,N,"",0,437,"Veenema","","Gwendolyn","Green Party","Parti Vert",N,N,5
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",0,409,"DeVita","","Adam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",0,409,"Jowhari","","Majid","Liberal","Libéral",N,Y,86
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",0,409,"Parsa","","Michael","Conservative","Conservateur",N,N,66
35087,"Richmond Hill","Richmond Hill"," 4","Richmond Hill",N,N,"",0,409,"Veenema","","Gwendolyn","Green Party","Parti Vert",N,N,6
