Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"Breton","","Yvon","Marxist-Leninist","Marxiste-Léniniste",N,N,3
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"Dick","","Roland","Conservative","Conservateur",N,N,26
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"El-Khoury","","Fayçal","Liberal","Libéral",N,Y,45
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"Pilon","","François","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,56
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"Redhead","","Nancy","Bloc Québécois","Bloc Québécois",N,N,57
24040,"Laval--Les Îles","Laval--Les Îles"," 1","Laval",N,N,"",7,355,"R'Guiba-Kalogerakis","","Faiza","Green Party","Parti Vert",N,N,5
24040,"Laval--Les Îles","Laval--Les Îles"," 2","Laval",N,N,"",7,433,"Breton","","Yvon","Marxist-Leninist","Marxiste-Léniniste",N,N,0
24040,"Laval--Les Îles","Laval--Les Îles"," 2","Laval",N,N,"",7,433,"Dick","","Roland","Conservative","Conservateur",N,N,32
24040,"Laval--Les Îles","Laval--Les Îles"," 2","Laval",N,N,"",7,433,"El-Khoury","","Fayçal","Liberal","Libéral",N,Y,86
24040,"Laval--Les Îles","Laval--Les Îles"," 2","Laval",N,N,"",7,433,"Pilon","","François","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,66
24040,"Laval--Les Îles","Laval--Les Îles"," 2","Laval",N,N,"",7,433,"Redhead","","Nancy","Bloc Québécois","Bloc Québécois",N,N,75
