Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",4,371,"Gill","","Parm","Conservative","Conservateur",Y,N,40
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",4,371,"Hundal","","Harinderpal","Communist","Communiste",N,N,1
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",4,371,"Sahota","","Ruby","Liberal","Libéral",N,Y,104
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",4,371,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",4,371,"Thornham","","Pauline","Green Party","Parti Vert",N,N,0
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",1,373,"Gill","","Parm","Conservative","Conservateur",Y,N,42
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",1,373,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",1,373,"Sahota","","Ruby","Liberal","Libéral",N,Y,106
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",1,373,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",1,373,"Thornham","","Pauline","Green Party","Parti Vert",N,N,4
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",0,353,"Gill","","Parm","Conservative","Conservateur",Y,N,30
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",0,353,"Hundal","","Harinderpal","Communist","Communiste",N,N,2
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",0,353,"Sahota","","Ruby","Liberal","Libéral",N,Y,104
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",0,353,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,42
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",0,353,"Thornham","","Pauline","Green Party","Parti Vert",N,N,1
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",6,450,"Gill","","Parm","Conservative","Conservateur",Y,N,28
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",6,450,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",6,450,"Sahota","","Ruby","Liberal","Libéral",N,Y,118
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",6,450,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,39
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",6,450,"Thornham","","Pauline","Green Party","Parti Vert",N,N,3
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,425,"Gill","","Parm","Conservative","Conservateur",Y,N,48
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,425,"Hundal","","Harinderpal","Communist","Communiste",N,N,3
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,425,"Sahota","","Ruby","Liberal","Libéral",N,Y,102
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,425,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,32
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,425,"Thornham","","Pauline","Green Party","Parti Vert",N,N,4
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",1,477,"Gill","","Parm","Conservative","Conservateur",Y,N,39
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",1,477,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",1,477,"Sahota","","Ruby","Liberal","Libéral",N,Y,115
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",1,477,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,75
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",1,477,"Thornham","","Pauline","Green Party","Parti Vert",N,N,2
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",1,360,"Gill","","Parm","Conservative","Conservateur",Y,N,34
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",1,360,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",1,360,"Sahota","","Ruby","Liberal","Libéral",N,Y,83
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",1,360,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",1,360,"Thornham","","Pauline","Green Party","Parti Vert",N,N,5
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",1,349,"Gill","","Parm","Conservative","Conservateur",Y,N,46
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",1,349,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",1,349,"Sahota","","Ruby","Liberal","Libéral",N,Y,88
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",1,349,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",1,349,"Thornham","","Pauline","Green Party","Parti Vert",N,N,0
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",4,503,"Gill","","Parm","Conservative","Conservateur",Y,N,57
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",4,503,"Hundal","","Harinderpal","Communist","Communiste",N,N,1
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",4,503,"Sahota","","Ruby","Liberal","Libéral",N,Y,123
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",4,503,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",4,503,"Thornham","","Pauline","Green Party","Parti Vert",N,N,1
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",3,392,"Gill","","Parm","Conservative","Conservateur",Y,N,35
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",3,392,"Hundal","","Harinderpal","Communist","Communiste",N,N,1
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",3,392,"Sahota","","Ruby","Liberal","Libéral",N,Y,122
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",3,392,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",3,392,"Thornham","","Pauline","Green Party","Parti Vert",N,N,1
35010,"Brampton North","Brampton-Nord"," 11","Brampton",N,N,"",4,395,"Gill","","Parm","Conservative","Conservateur",Y,N,51
35010,"Brampton North","Brampton-Nord"," 11","Brampton",N,N,"",4,395,"Hundal","","Harinderpal","Communist","Communiste",N,N,1
35010,"Brampton North","Brampton-Nord"," 11","Brampton",N,N,"",4,395,"Sahota","","Ruby","Liberal","Libéral",N,Y,85
35010,"Brampton North","Brampton-Nord"," 11","Brampton",N,N,"",4,395,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,41
35010,"Brampton North","Brampton-Nord"," 11","Brampton",N,N,"",4,395,"Thornham","","Pauline","Green Party","Parti Vert",N,N,3
35010,"Brampton North","Brampton-Nord"," 12","Brampton",N,N,"",3,370,"Gill","","Parm","Conservative","Conservateur",Y,N,46
35010,"Brampton North","Brampton-Nord"," 12","Brampton",N,N,"",3,370,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 12","Brampton",N,N,"",3,370,"Sahota","","Ruby","Liberal","Libéral",N,Y,98
35010,"Brampton North","Brampton-Nord"," 12","Brampton",N,N,"",3,370,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,38
35010,"Brampton North","Brampton-Nord"," 12","Brampton",N,N,"",3,370,"Thornham","","Pauline","Green Party","Parti Vert",N,N,3
35010,"Brampton North","Brampton-Nord"," 13","Brampton",N,N,"",3,345,"Gill","","Parm","Conservative","Conservateur",Y,N,28
35010,"Brampton North","Brampton-Nord"," 13","Brampton",N,N,"",3,345,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 13","Brampton",N,N,"",3,345,"Sahota","","Ruby","Liberal","Libéral",N,Y,92
35010,"Brampton North","Brampton-Nord"," 13","Brampton",N,N,"",3,345,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
35010,"Brampton North","Brampton-Nord"," 13","Brampton",N,N,"",3,345,"Thornham","","Pauline","Green Party","Parti Vert",N,N,3
35010,"Brampton North","Brampton-Nord"," 14","Brampton",N,N,"",1,395,"Gill","","Parm","Conservative","Conservateur",Y,N,24
35010,"Brampton North","Brampton-Nord"," 14","Brampton",N,N,"",1,395,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 14","Brampton",N,N,"",1,395,"Sahota","","Ruby","Liberal","Libéral",N,Y,96
35010,"Brampton North","Brampton-Nord"," 14","Brampton",N,N,"",1,395,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
35010,"Brampton North","Brampton-Nord"," 14","Brampton",N,N,"",1,395,"Thornham","","Pauline","Green Party","Parti Vert",N,N,2
35010,"Brampton North","Brampton-Nord"," 15","Brampton",N,N,"",2,378,"Gill","","Parm","Conservative","Conservateur",Y,N,34
35010,"Brampton North","Brampton-Nord"," 15","Brampton",N,N,"",2,378,"Hundal","","Harinderpal","Communist","Communiste",N,N,0
35010,"Brampton North","Brampton-Nord"," 15","Brampton",N,N,"",2,378,"Sahota","","Ruby","Liberal","Libéral",N,Y,108
35010,"Brampton North","Brampton-Nord"," 15","Brampton",N,N,"",2,378,"Singh","","Martin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,37
