Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35041,"Kanata--Carleton","Kanata--Carleton"," 1","West Carleton",N,N,"",0,430,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 1","West Carleton",N,N,"",0,430,"McCrimmon","","Karen","Liberal","Libéral",N,Y,95
35041,"Kanata--Carleton","Kanata--Carleton"," 1","West Carleton",N,N,"",0,430,"Pamic","","Walter","Conservative","Conservateur",N,N,81
35041,"Kanata--Carleton","Kanata--Carleton"," 1","West Carleton",N,N,"",0,430,"West","","Andrew","Green Party","Parti Vert",N,N,7
35041,"Kanata--Carleton","Kanata--Carleton"," 2","West Carleton",N,N,"",1,432,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35041,"Kanata--Carleton","Kanata--Carleton"," 2","West Carleton",N,N,"",1,432,"McCrimmon","","Karen","Liberal","Libéral",N,Y,116
35041,"Kanata--Carleton","Kanata--Carleton"," 2","West Carleton",N,N,"",1,432,"Pamic","","Walter","Conservative","Conservateur",N,N,89
35041,"Kanata--Carleton","Kanata--Carleton"," 2","West Carleton",N,N,"",1,432,"West","","Andrew","Green Party","Parti Vert",N,N,8
35041,"Kanata--Carleton","Kanata--Carleton"," 3","West Carleton",N,N,"",1,442,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
35041,"Kanata--Carleton","Kanata--Carleton"," 3","West Carleton",N,N,"",1,442,"McCrimmon","","Karen","Liberal","Libéral",N,Y,120
35041,"Kanata--Carleton","Kanata--Carleton"," 3","West Carleton",N,N,"",1,442,"Pamic","","Walter","Conservative","Conservateur",N,N,109
35041,"Kanata--Carleton","Kanata--Carleton"," 3","West Carleton",N,N,"",1,442,"West","","Andrew","Green Party","Parti Vert",N,N,11
35041,"Kanata--Carleton","Kanata--Carleton"," 4","West Carleton",N,N,"",1,444,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
35041,"Kanata--Carleton","Kanata--Carleton"," 4","West Carleton",N,N,"",1,444,"McCrimmon","","Karen","Liberal","Libéral",N,Y,98
35041,"Kanata--Carleton","Kanata--Carleton"," 4","West Carleton",N,N,"",1,444,"Pamic","","Walter","Conservative","Conservateur",N,N,120
35041,"Kanata--Carleton","Kanata--Carleton"," 4","West Carleton",N,N,"",1,444,"West","","Andrew","Green Party","Parti Vert",N,N,8
35041,"Kanata--Carleton","Kanata--Carleton"," 5","West Carleton",N,N,"",0,358,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
35041,"Kanata--Carleton","Kanata--Carleton"," 5","West Carleton",N,N,"",0,358,"McCrimmon","","Karen","Liberal","Libéral",N,Y,83
35041,"Kanata--Carleton","Kanata--Carleton"," 5","West Carleton",N,N,"",0,358,"Pamic","","Walter","Conservative","Conservateur",N,N,77
35041,"Kanata--Carleton","Kanata--Carleton"," 5","West Carleton",N,N,"",0,358,"West","","Andrew","Green Party","Parti Vert",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 6","West Carleton",N,N,"",0,328,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
35041,"Kanata--Carleton","Kanata--Carleton"," 6","West Carleton",N,N,"",0,328,"McCrimmon","","Karen","Liberal","Libéral",N,Y,69
35041,"Kanata--Carleton","Kanata--Carleton"," 6","West Carleton",N,N,"",0,328,"Pamic","","Walter","Conservative","Conservateur",N,N,103
35041,"Kanata--Carleton","Kanata--Carleton"," 6","West Carleton",N,N,"",0,328,"West","","Andrew","Green Party","Parti Vert",N,N,8
35041,"Kanata--Carleton","Kanata--Carleton"," 7","West Carleton",N,N,"",0,353,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
35041,"Kanata--Carleton","Kanata--Carleton"," 7","West Carleton",N,N,"",0,353,"McCrimmon","","Karen","Liberal","Libéral",N,Y,59
35041,"Kanata--Carleton","Kanata--Carleton"," 7","West Carleton",N,N,"",0,353,"Pamic","","Walter","Conservative","Conservateur",N,N,102
35041,"Kanata--Carleton","Kanata--Carleton"," 7","West Carleton",N,N,"",0,353,"West","","Andrew","Green Party","Parti Vert",N,N,7
35041,"Kanata--Carleton","Kanata--Carleton"," 8","West Carleton",N,N,"",1,441,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35041,"Kanata--Carleton","Kanata--Carleton"," 8","West Carleton",N,N,"",1,441,"McCrimmon","","Karen","Liberal","Libéral",N,Y,116
35041,"Kanata--Carleton","Kanata--Carleton"," 8","West Carleton",N,N,"",1,441,"Pamic","","Walter","Conservative","Conservateur",N,N,135
35041,"Kanata--Carleton","Kanata--Carleton"," 8","West Carleton",N,N,"",1,441,"West","","Andrew","Green Party","Parti Vert",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 9","West Carleton",N,N,"",0,445,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,13
35041,"Kanata--Carleton","Kanata--Carleton"," 9","West Carleton",N,N,"",0,445,"McCrimmon","","Karen","Liberal","Libéral",N,Y,155
35041,"Kanata--Carleton","Kanata--Carleton"," 9","West Carleton",N,N,"",0,445,"Pamic","","Walter","Conservative","Conservateur",N,N,134
35041,"Kanata--Carleton","Kanata--Carleton"," 9","West Carleton",N,N,"",0,445,"West","","Andrew","Green Party","Parti Vert",N,N,9
35041,"Kanata--Carleton","Kanata--Carleton"," 10","West Carleton",N,N,"",0,461,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
35041,"Kanata--Carleton","Kanata--Carleton"," 10","West Carleton",N,N,"",0,461,"McCrimmon","","Karen","Liberal","Libéral",N,Y,143
35041,"Kanata--Carleton","Kanata--Carleton"," 10","West Carleton",N,N,"",0,461,"Pamic","","Walter","Conservative","Conservateur",N,N,145
35041,"Kanata--Carleton","Kanata--Carleton"," 10","West Carleton",N,N,"",0,461,"West","","Andrew","Green Party","Parti Vert",N,N,12
35041,"Kanata--Carleton","Kanata--Carleton"," 11","West Carleton",N,N,"",1,334,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35041,"Kanata--Carleton","Kanata--Carleton"," 11","West Carleton",N,N,"",1,334,"McCrimmon","","Karen","Liberal","Libéral",N,Y,73
35041,"Kanata--Carleton","Kanata--Carleton"," 11","West Carleton",N,N,"",1,334,"Pamic","","Walter","Conservative","Conservateur",N,N,85
35041,"Kanata--Carleton","Kanata--Carleton"," 11","West Carleton",N,N,"",1,334,"West","","Andrew","Green Party","Parti Vert",N,N,6
35041,"Kanata--Carleton","Kanata--Carleton"," 12","West Carleton",N,N,"",0,377,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35041,"Kanata--Carleton","Kanata--Carleton"," 12","West Carleton",N,N,"",0,377,"McCrimmon","","Karen","Liberal","Libéral",N,Y,64
35041,"Kanata--Carleton","Kanata--Carleton"," 12","West Carleton",N,N,"",0,377,"Pamic","","Walter","Conservative","Conservateur",N,N,98
35041,"Kanata--Carleton","Kanata--Carleton"," 12","West Carleton",N,N,"",0,377,"West","","Andrew","Green Party","Parti Vert",N,N,2
35041,"Kanata--Carleton","Kanata--Carleton"," 13","West Carleton",N,N,"",2,400,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,4
35041,"Kanata--Carleton","Kanata--Carleton"," 13","West Carleton",N,N,"",2,400,"McCrimmon","","Karen","Liberal","Libéral",N,Y,95
35041,"Kanata--Carleton","Kanata--Carleton"," 13","West Carleton",N,N,"",2,400,"Pamic","","Walter","Conservative","Conservateur",N,N,115
35041,"Kanata--Carleton","Kanata--Carleton"," 13","West Carleton",N,N,"",2,400,"West","","Andrew","Green Party","Parti Vert",N,N,15
35041,"Kanata--Carleton","Kanata--Carleton"," 14","Kanata",N,N,"",0,418,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 14","Kanata",N,N,"",0,418,"McCrimmon","","Karen","Liberal","Libéral",N,Y,101
35041,"Kanata--Carleton","Kanata--Carleton"," 14","Kanata",N,N,"",0,418,"Pamic","","Walter","Conservative","Conservateur",N,N,145
35041,"Kanata--Carleton","Kanata--Carleton"," 14","Kanata",N,N,"",0,418,"West","","Andrew","Green Party","Parti Vert",N,N,7
35041,"Kanata--Carleton","Kanata--Carleton"," 15","West Carleton",N,N,"",1,335,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 15","West Carleton",N,N,"",1,335,"McCrimmon","","Karen","Liberal","Libéral",N,Y,67
35041,"Kanata--Carleton","Kanata--Carleton"," 15","West Carleton",N,N,"",1,335,"Pamic","","Walter","Conservative","Conservateur",N,N,141
35041,"Kanata--Carleton","Kanata--Carleton"," 15","West Carleton",N,N,"",1,335,"West","","Andrew","Green Party","Parti Vert",N,N,4
35041,"Kanata--Carleton","Kanata--Carleton"," 16","West Carleton",N,N,"",1,333,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,18
35041,"Kanata--Carleton","Kanata--Carleton"," 16","West Carleton",N,N,"",1,333,"McCrimmon","","Karen","Liberal","Libéral",N,Y,79
35041,"Kanata--Carleton","Kanata--Carleton"," 16","West Carleton",N,N,"",1,333,"Pamic","","Walter","Conservative","Conservateur",N,N,116
35041,"Kanata--Carleton","Kanata--Carleton"," 16","West Carleton",N,N,"",1,333,"West","","Andrew","Green Party","Parti Vert",N,N,4
35041,"Kanata--Carleton","Kanata--Carleton"," 17","West Carleton",N,N,"",2,339,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35041,"Kanata--Carleton","Kanata--Carleton"," 17","West Carleton",N,N,"",2,339,"McCrimmon","","Karen","Liberal","Libéral",N,Y,99
35041,"Kanata--Carleton","Kanata--Carleton"," 17","West Carleton",N,N,"",2,339,"Pamic","","Walter","Conservative","Conservateur",N,N,99
35041,"Kanata--Carleton","Kanata--Carleton"," 17","West Carleton",N,N,"",2,339,"West","","Andrew","Green Party","Parti Vert",N,N,5
35041,"Kanata--Carleton","Kanata--Carleton"," 18","West Carleton",N,N,"",1,353,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35041,"Kanata--Carleton","Kanata--Carleton"," 18","West Carleton",N,N,"",1,353,"McCrimmon","","Karen","Liberal","Libéral",N,Y,70
35041,"Kanata--Carleton","Kanata--Carleton"," 18","West Carleton",N,N,"",1,353,"Pamic","","Walter","Conservative","Conservateur",N,N,122
35041,"Kanata--Carleton","Kanata--Carleton"," 18","West Carleton",N,N,"",1,353,"West","","Andrew","Green Party","Parti Vert",N,N,4
35041,"Kanata--Carleton","Kanata--Carleton"," 19","West Carleton",N,N,"",0,395,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
35041,"Kanata--Carleton","Kanata--Carleton"," 19","West Carleton",N,N,"",0,395,"McCrimmon","","Karen","Liberal","Libéral",N,Y,65
35041,"Kanata--Carleton","Kanata--Carleton"," 19","West Carleton",N,N,"",0,395,"Pamic","","Walter","Conservative","Conservateur",N,N,181
35041,"Kanata--Carleton","Kanata--Carleton"," 19","West Carleton",N,N,"",0,395,"West","","Andrew","Green Party","Parti Vert",N,N,9
35041,"Kanata--Carleton","Kanata--Carleton"," 20","West Carleton",N,N,"",0,443,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
35041,"Kanata--Carleton","Kanata--Carleton"," 20","West Carleton",N,N,"",0,443,"McCrimmon","","Karen","Liberal","Libéral",N,Y,90
35041,"Kanata--Carleton","Kanata--Carleton"," 20","West Carleton",N,N,"",0,443,"Pamic","","Walter","Conservative","Conservateur",N,N,122
35041,"Kanata--Carleton","Kanata--Carleton"," 20","West Carleton",N,N,"",0,443,"West","","Andrew","Green Party","Parti Vert",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 21","West Carleton",N,N,"",2,425,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,16
35041,"Kanata--Carleton","Kanata--Carleton"," 21","West Carleton",N,N,"",2,425,"McCrimmon","","Karen","Liberal","Libéral",N,Y,78
35041,"Kanata--Carleton","Kanata--Carleton"," 21","West Carleton",N,N,"",2,425,"Pamic","","Walter","Conservative","Conservateur",N,N,149
35041,"Kanata--Carleton","Kanata--Carleton"," 21","West Carleton",N,N,"",2,425,"West","","Andrew","Green Party","Parti Vert",N,N,9
35041,"Kanata--Carleton","Kanata--Carleton"," 22","West Carleton",N,N,"",4,446,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
35041,"Kanata--Carleton","Kanata--Carleton"," 22","West Carleton",N,N,"",4,446,"McCrimmon","","Karen","Liberal","Libéral",N,Y,91
35041,"Kanata--Carleton","Kanata--Carleton"," 22","West Carleton",N,N,"",4,446,"Pamic","","Walter","Conservative","Conservateur",N,N,152
35041,"Kanata--Carleton","Kanata--Carleton"," 22","West Carleton",N,N,"",4,446,"West","","Andrew","Green Party","Parti Vert",N,N,13
35041,"Kanata--Carleton","Kanata--Carleton"," 23","West Carleton",N,N,"",0,460,"Hansen","","John","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35041,"Kanata--Carleton","Kanata--Carleton"," 23","West Carleton",N,N,"",0,460,"McCrimmon","","Karen","Liberal","Libéral",N,Y,116
