Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,2
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Gao","","Edward","Libertarian","Libertarien",N,N,3
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Prcic","","Robert","Liberal","Libéral",N,N,97
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,189
48009,"Calgary Nose Hill","Calgary Nose Hill"," 1","Calgary",N,N,"",1,677,"Scheer","","Laurie","Green Party","Parti Vert",N,N,6
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,3
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Gao","","Edward","Libertarian","Libertarien",N,N,1
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,18
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Prcic","","Robert","Liberal","Libéral",N,N,84
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,88
48009,"Calgary Nose Hill","Calgary Nose Hill"," 2","Calgary",N,N,"",1,393,"Scheer","","Laurie","Green Party","Parti Vert",N,N,5
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,0
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Gao","","Edward","Libertarian","Libertarien",N,N,2
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Prcic","","Robert","Liberal","Libéral",N,N,69
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,93
48009,"Calgary Nose Hill","Calgary Nose Hill"," 3","Calgary",N,N,"",3,397,"Scheer","","Laurie","Green Party","Parti Vert",N,N,3
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,0
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Gao","","Edward","Libertarian","Libertarien",N,N,2
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Prcic","","Robert","Liberal","Libéral",N,N,117
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,149
48009,"Calgary Nose Hill","Calgary Nose Hill"," 4","Calgary",N,N,"",1,594,"Scheer","","Laurie","Green Party","Parti Vert",N,N,2
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,0
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Gao","","Edward","Libertarian","Libertarien",N,N,3
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Prcic","","Robert","Liberal","Libéral",N,N,66
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,97
48009,"Calgary Nose Hill","Calgary Nose Hill"," 5","Calgary",N,N,"",0,426,"Scheer","","Laurie","Green Party","Parti Vert",N,N,6
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Butt","","Faizan","Democratic Advancement","Avancement de la Démocratie",N,N,1
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Gao","","Edward","Libertarian","Libertarien",N,N,3
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Kaufman","","Bruce","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Prcic","","Robert","Liberal","Libéral",N,N,77
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Rempel","","Michelle","Conservative","Conservateur",Y,Y,121
48009,"Calgary Nose Hill","Calgary Nose Hill"," 6","Calgary",N,N,"",2,429,"Scheer","","Laurie","Green Party","Parti Vert",N,N,7
