Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35020,"Don Valley North","Don Valley-Nord"," 1","North York",N,N,"",5,493,"Brown","","Caroline","Green Party","Parti Vert",N,N,9
35020,"Don Valley North","Don Valley-Nord"," 1","North York",N,N,"",5,493,"Daniel","","Joe","Conservative","Conservateur",Y,N,94
35020,"Don Valley North","Don Valley-Nord"," 1","North York",N,N,"",5,493,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,30
35020,"Don Valley North","Don Valley-Nord"," 1","North York",N,N,"",5,493,"Tan","","Geng","Liberal","Libéral",N,Y,131
35020,"Don Valley North","Don Valley-Nord"," 2","North York",N,N,"",1,451,"Brown","","Caroline","Green Party","Parti Vert",N,N,6
35020,"Don Valley North","Don Valley-Nord"," 2","North York",N,N,"",1,451,"Daniel","","Joe","Conservative","Conservateur",Y,N,131
35020,"Don Valley North","Don Valley-Nord"," 2","North York",N,N,"",1,451,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
35020,"Don Valley North","Don Valley-Nord"," 2","North York",N,N,"",1,451,"Tan","","Geng","Liberal","Libéral",N,Y,101
35020,"Don Valley North","Don Valley-Nord"," 3","North York",N,N,"",0,495,"Brown","","Caroline","Green Party","Parti Vert",N,N,9
35020,"Don Valley North","Don Valley-Nord"," 3","North York",N,N,"",0,495,"Daniel","","Joe","Conservative","Conservateur",Y,N,133
35020,"Don Valley North","Don Valley-Nord"," 3","North York",N,N,"",0,495,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
35020,"Don Valley North","Don Valley-Nord"," 3","North York",N,N,"",0,495,"Tan","","Geng","Liberal","Libéral",N,Y,97
35020,"Don Valley North","Don Valley-Nord"," 4","North York",N,N,"",2,355,"Brown","","Caroline","Green Party","Parti Vert",N,N,6
35020,"Don Valley North","Don Valley-Nord"," 4","North York",N,N,"",2,355,"Daniel","","Joe","Conservative","Conservateur",Y,N,50
35020,"Don Valley North","Don Valley-Nord"," 4","North York",N,N,"",2,355,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35020,"Don Valley North","Don Valley-Nord"," 4","North York",N,N,"",2,355,"Tan","","Geng","Liberal","Libéral",N,Y,97
35020,"Don Valley North","Don Valley-Nord"," 5","North York",N,N,"",0,315,"Brown","","Caroline","Green Party","Parti Vert",N,N,2
35020,"Don Valley North","Don Valley-Nord"," 5","North York",N,N,"",0,315,"Daniel","","Joe","Conservative","Conservateur",Y,N,91
35020,"Don Valley North","Don Valley-Nord"," 5","North York",N,N,"",0,315,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,13
35020,"Don Valley North","Don Valley-Nord"," 5","North York",N,N,"",0,315,"Tan","","Geng","Liberal","Libéral",N,Y,58
35020,"Don Valley North","Don Valley-Nord"," 6","North York",N,N,"",0,293,"Brown","","Caroline","Green Party","Parti Vert",N,N,2
35020,"Don Valley North","Don Valley-Nord"," 6","North York",N,N,"",0,293,"Daniel","","Joe","Conservative","Conservateur",Y,N,44
35020,"Don Valley North","Don Valley-Nord"," 6","North York",N,N,"",0,293,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
35020,"Don Valley North","Don Valley-Nord"," 6","North York",N,N,"",0,293,"Tan","","Geng","Liberal","Libéral",N,Y,75
35020,"Don Valley North","Don Valley-Nord"," 7","North York",N,N,"",1,395,"Brown","","Caroline","Green Party","Parti Vert",N,N,0
35020,"Don Valley North","Don Valley-Nord"," 7","North York",N,N,"",1,395,"Daniel","","Joe","Conservative","Conservateur",Y,N,81
35020,"Don Valley North","Don Valley-Nord"," 7","North York",N,N,"",1,395,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
35020,"Don Valley North","Don Valley-Nord"," 7","North York",N,N,"",1,395,"Tan","","Geng","Liberal","Libéral",N,Y,55
35020,"Don Valley North","Don Valley-Nord"," 8","North York",N,N,"",2,399,"Brown","","Caroline","Green Party","Parti Vert",N,N,3
35020,"Don Valley North","Don Valley-Nord"," 8","North York",N,N,"",2,399,"Daniel","","Joe","Conservative","Conservateur",Y,N,93
35020,"Don Valley North","Don Valley-Nord"," 8","North York",N,N,"",2,399,"Sadikali","","Akil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
35020,"Don Valley North","Don Valley-Nord"," 8","North York",N,N,"",2,399,"Tan","","Geng","Liberal","Libéral",N,Y,84
35020,"Don Valley North","Don Valley-Nord"," 9","North York",N,N,"",0,325,"Brown","","Caroline","Green Party","Parti Vert",N,N,7
