Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate's Family Name/Nom de famille du candidat,Candidate's Middle Name/Second prénom du candidat,Candidate's First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Burch","","Jeff","N.D.P.","N.P.D.",N,N,33
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Bylsma","","Bill","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,5
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Couto","","Elaine","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Dykstra","","Rick","Conservative","Conservateur",N,Y,119
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Fannon","","Jim","Green Party","Parti Vert",N,N,4
35076,"St. Catharines","St. Catharines"," 1","St. Catharines",N,N,"",1,355,"Lastewka","","Walt","Liberal","Libéral",Y,N,65
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Burch","","Jeff","N.D.P.","N.P.D.",N,N,35
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Bylsma","","Bill","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Couto","","Elaine","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Dykstra","","Rick","Conservative","Conservateur",N,Y,92
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Fannon","","Jim","Green Party","Parti Vert",N,N,13
35076,"St. Catharines","St. Catharines"," 2","St. Catharines",N,N,"",1,373,"Lastewka","","Walt","Liberal","Libéral",Y,N,96
35076,"St. Catharines","St. Catharines"," 3","St. Catharines",N,N,"",0,463,"Burch","","Jeff","N.D.P.","N.P.D.",N,N,46
35076,"St. Catharines","St. Catharines"," 3","St. Catharines",N,N,"",0,463,"Bylsma","","Bill","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
